"endpoint","field","data_type","can_query","group"
"patents","ipc_classification_data_source","string","n","ipcs"
"patents","ipc_classification_value","string","y","ipcs"
"patents","ipc_first_seen_date","date","y","ipcs"
"patents","ipc_last_seen_date","date","y","ipcs"
"patents","ipc_main_group","string","y","ipcs"
"patents","ipc_section","string","y","ipcs"
"patents","ipc_sequence","integer","y","ipcs"
"patents","ipc_subclass","string","y","ipcs"
"patents","ipc_subgroup","string","y","ipcs"
"patents","ipc_symbol_position","string","y","ipcs"
"patents","ipc_total_num_assignees","integer","y","ipcs"
"patents","ipc_total_num_inventors","integer","y","ipcs"
"patents","ipc_version_indicator","date","n","ipcs"
"patents","nber_category_id","string","y","nbers"
"patents","nber_category_title","string","y","nbers"
"patents","nber_first_seen_date","date","y","nbers"
"patents","nber_last_seen_date","date","y","nbers"
"patents","nber_subcategory_id","string","y","nbers"
"patents","nber_subcategory_title","string","y","nbers"
"patents","nber_total_num_assignees","integer","y","nbers"
"patents","nber_total_num_inventors","integer","y","nbers"
"patents","nber_total_num_patents","integer","y","nbers"
"patents","patent_abstract","fulltext","y","patents"
"patents","patent_average_processing_time","integer","y","patents"
"patents","patent_date","date","y","patents"
"patents","patent_firstnamed_assignee_city","string","y","patents"
"patents","patent_firstnamed_assignee_country","string","y","patents"
"patents","patent_firstnamed_assignee_id","string","y","patents"
"patents","patent_firstnamed_assignee_latitude","float","n","patents"
"patents","patent_firstnamed_assignee_location_id","string","y","patents"
"patents","patent_firstnamed_assignee_longitude","float","n","patents"
"patents","patent_firstnamed_assignee_state","string","y","patents"
"patents","patent_firstnamed_inventor_city","string","y","patents"
"patents","patent_firstnamed_inventor_country","string","y","patents"
"patents","patent_firstnamed_inventor_id","string","y","patents"
"patents","patent_firstnamed_inventor_latitude","float","n","patents"
"patents","patent_firstnamed_inventor_location_id","string","y","patents"
"patents","patent_firstnamed_inventor_longitude","float","n","patents"
"patents","patent_firstnamed_inventor_state","string","y","patents"
"patents","patent_id","string","y","patents"
"patents","patent_kind","string","y","patents"
"patents","patent_num_cited_by_us_patents","integer","y","patents"
"patents","patent_num_claims","integer","n","patents"
"patents","patent_num_combined_citations","integer","y","patents"
"patents","patent_num_foreign_citations","integer","y","patents"
"patents","patent_num_us_application_citations","integer","y","patents"
"patents","patent_num_us_patent_citations","integer","y","patents"
"patents","patent_number","string","y","patents"
"patents","patent_processing_time","integer","y","patents"
"patents","patent_title","fulltext","y","patents"
"patents","patent_type","string","y","patents"
"patents","patent_year","integer","y","patents"
"patents","rawinventor_first_name","string","y","rawinventors"
"patents","rawinventor_last_name","string","y","rawinventors"
"patents","uspc_first_seen_date","date","y","uspcs"
"patents","uspc_last_seen_date","date","y","uspcs"
"patents","uspc_mainclass_id","string","y","uspcs"
"patents","uspc_mainclass_title","string","y","uspcs"
"patents","uspc_sequence","integer","y","uspcs"
"patents","uspc_subclass_id","string","y","uspcs"
"patents","uspc_subclass_title","string","y","uspcs"
"patents","uspc_total_num_assignees","integer","y","uspcs"
"patents","uspc_total_num_inventors","integer","y","uspcs"
"patents","uspc_total_num_patents","integer","y","uspcs"
"patents","wipo_field_id","integer","y","wipos"
"patents","wipo_field_title","string","y","wipos"
"patents","wipo_sector_title","string","y","wipos"
"patents","wipo_sequence","integer","y","wipos"
"uspc_mainclasses","app_country","string","y","applications"
"uspc_mainclasses","app_date","date","y","applications"
"uspc_mainclasses","app_number","string","y","applications"
"uspc_mainclasses","app_type","string","y","applications"
"uspc_mainclasses","assignee_city","string","y","assignees"
"uspc_mainclasses","assignee_country","string","y","assignees"
"uspc_mainclasses","assignee_first_name","string","y","assignees"
"uspc_mainclasses","assignee_first_seen_date","date","y","assignees"
"uspc_mainclasses","assignee_id","string","y","assignees"
"uspc_mainclasses","assignee_last_name","string","y","assignees"
"uspc_mainclasses","assignee_last_seen_date","date","y","assignees"
"uspc_mainclasses","assignee_lastknown_city","string","y","assignees"
"uspc_mainclasses","assignee_lastknown_country","string","y","assignees"
"uspc_mainclasses","assignee_lastknown_latitude","float","n","assignees"
"uspc_mainclasses","assignee_lastknown_location_id","string","y","assignees"
"uspc_mainclasses","assignee_lastknown_longitude","float","n","assignees"
"uspc_mainclasses","assignee_lastknown_state","string","y","assignees"
"uspc_mainclasses","assignee_latitude","float","n","assignees"
"uspc_mainclasses","assignee_location_id","string","y","assignees"
"uspc_mainclasses","assignee_longitude","float","n","assignees"
"uspc_mainclasses","assignee_num_patents_for_uspc_mainclass","integer","n","assignees"
"uspc_mainclasses","assignee_organization","string","y","assignees"
"uspc_mainclasses","assignee_state","string","y","assignees"
"uspc_mainclasses","assignee_total_num_inventors","integer","y","assignees"
"uspc_mainclasses","assignee_total_num_patents","integer","y","assignees"
"uspc_mainclasses","assignee_type","string","y","assignees"
"uspc_mainclasses","cpc_category","string","y","cpcs"
"uspc_mainclasses","cpc_first_seen_date","date","y","cpcs"
"uspc_mainclasses","cpc_group_id","string","y","cpcs"
"uspc_mainclasses","cpc_group_title","string","y","cpcs"
"uspc_mainclasses","cpc_last_seen_date","date","y","cpcs"
"uspc_mainclasses","cpc_section_id","string","y","cpcs"
"uspc_mainclasses","cpc_subgroup_id","string","y","cpcs"
"uspc_mainclasses","cpc_subgroup_title","string","y","cpcs"
"uspc_mainclasses","cpc_subsection_id","string","y","cpcs"
"uspc_mainclasses","cpc_subsection_title","string","y","cpcs"
"uspc_mainclasses","cpc_total_num_assignees","integer","y","cpcs"
"uspc_mainclasses","cpc_total_num_inventors","integer","y","cpcs"
"uspc_mainclasses","cpc_total_num_patents","integer","y","cpcs"
"uspc_mainclasses","govint_contract_award_number","string","y","gov_interests"
"uspc_mainclasses","govint_org_id","integer","y","gov_interests"
"uspc_mainclasses","govint_org_level_one","string","y","gov_interests"
"uspc_mainclasses","govint_org_level_three","string","y","gov_interests"
"uspc_mainclasses","govint_org_level_two","string","y","gov_interests"
"uspc_mainclasses","govint_org_name","string","y","gov_interests"
"uspc_mainclasses","govint_raw_statement","fulltext","y","gov_interests"
"uspc_mainclasses","inventor_city","string","y","inventors"
"uspc_mainclasses","inventor_country","string","y","inventors"
"uspc_mainclasses","inventor_first_name","string","y","inventors"
"uspc_mainclasses","inventor_first_seen_date","date","y","inventors"
"uspc_mainclasses","inventor_id","string","y","inventors"
"uspc_mainclasses","inventor_last_name","string","y","inventors"
"uspc_mainclasses","inventor_last_seen_date","date","y","inventors"
"uspc_mainclasses","inventor_lastknown_city","string","y","inventors"
"uspc_mainclasses","inventor_lastknown_country","string","y","inventors"
"uspc_mainclasses","inventor_lastknown_latitude","float","n","inventors"
"uspc_mainclasses","inventor_lastknown_location_id","string","y","inventors"
"uspc_mainclasses","inventor_lastknown_longitude","float","n","inventors"
"uspc_mainclasses","inventor_lastknown_state","string","y","inventors"
"uspc_mainclasses","inventor_latitude","float","n","inventors"
"uspc_mainclasses","inventor_location_id","string","y","inventors"
"uspc_mainclasses","inventor_longitude","float","n","inventors"
"uspc_mainclasses","inventor_num_patents_for_uspc_mainclass","integer","n","inventors"
"uspc_mainclasses","inventor_state","string","y","inventors"
"uspc_mainclasses","inventor_total_num_patents","integer","y","inventors"
"uspc_mainclasses","ipc_action_date","date","n","ipcs"
"uspc_mainclasses","ipc_class","string","y","ipcs"
"uspc_mainclasses","ipc_classification_data_source","string","n","ipcs"
"uspc_mainclasses","ipc_classification_value","string","y","ipcs"
"uspc_mainclasses","ipc_first_seen_date","date","y","ipcs"
"uspc_mainclasses","ipc_last_seen_date","date","y","ipcs"
"uspc_mainclasses","ipc_main_group","string","y","ipcs"
"uspc_mainclasses","ipc_section","string","y","ipcs"
"uspc_mainclasses","ipc_subclass","string","y","ipcs"
"uspc_mainclasses","ipc_subgroup","string","y","ipcs"
"uspc_mainclasses","ipc_symbol_position","string","y","ipcs"
"uspc_mainclasses","ipc_total_num_assignees","integer","y","ipcs"
"uspc_mainclasses","ipc_total_num_inventors","integer","y","ipcs"
"uspc_mainclasses","ipc_version_indicator","date","n","ipcs"
"uspc_mainclasses","nber_category_id","string","y","nbers"
"uspc_mainclasses","nber_category_title","string","y","nbers"
"uspc_mainclasses","nber_first_seen_date","date","y","nbers"
"uspc_mainclasses","nber_last_seen_date","date","y","nbers"
"uspc_mainclasses","nber_subcategory_id","string","y","nbers"
"uspc_mainclasses","nber_subcategory_title","string","y","nbers"
"uspc_mainclasses","nber_total_num_assignees","integer","y","nbers"
"uspc_mainclasses","nber_total_num_inventors","integer","y","nbers"
"uspc_mainclasses","nber_total_num_patents","integer","y","nbers"
"uspc_mainclasses","patent_abstract","fulltext","n","patents"
"uspc_mainclasses","patent_date","date","y","patents"
"uspc_mainclasses","patent_firstnamed_assignee_city","string","y","patents"
"uspc_mainclasses","patent_firstnamed_assignee_country","string","y","patents"
"uspc_mainclasses","patent_firstnamed_assignee_id","string","y","patents"
"uspc_mainclasses","patent_firstnamed_assignee_latitude","float","n","patents"
"uspc_mainclasses","patent_firstnamed_assignee_location_id","string","y","patents"
"uspc_mainclasses","patent_firstnamed_assignee_longitude","float","n","patents"
"uspc_mainclasses","patent_firstnamed_assignee_state","string","y","patents"
"uspc_mainclasses","patent_firstnamed_inventor_city","string","y","patents"
"uspc_mainclasses","patent_firstnamed_inventor_country","string","y","patents"
"uspc_mainclasses","patent_firstnamed_inventor_id","string","y","patents"
"uspc_mainclasses","patent_firstnamed_inventor_latitude","float","n","patents"
"uspc_mainclasses","patent_firstnamed_inventor_location_id","string","y","patents"
"uspc_mainclasses","patent_firstnamed_inventor_longitude","float","n","patents"
"uspc_mainclasses","patent_firstnamed_inventor_state","string","y","patents"
"uspc_mainclasses","patent_id","string","y","patents"
"uspc_mainclasses","patent_kind","string","y","patents"
"uspc_mainclasses","patent_num_cited_by_us_patents","integer","y","patents"
"uspc_mainclasses","patent_num_claims","integer","n","patents"
"uspc_mainclasses","patent_num_combined_citations","integer","y","patents"
"uspc_mainclasses","patent_num_foreign_citations","integer","y","patents"
"uspc_mainclasses","patent_num_us_application_citations","integer","y","patents"
"uspc_mainclasses","patent_num_us_patent_citations","integer","y","patents"
"uspc_mainclasses","patent_number","string","y","patents"
"uspc_mainclasses","patent_title","fulltext","y","patents"
"uspc_mainclasses","patent_type","string","y","patents"
"uspc_mainclasses","rawinventor_first_name","string","y","rawinventors"
"uspc_mainclasses","rawinventor_last_name","string","y","rawinventors"
"uspc_mainclasses","uspc_first_seen_date","date","y","uspc_mainclasses"
"uspc_mainclasses","uspc_last_seen_date","date","y","uspc_mainclasses"
"uspc_mainclasses","uspc_mainclass_id","string","y","uspc_mainclasses"
"uspc_mainclasses","uspc_mainclass_title","string","y","uspc_mainclasses"
"uspc_mainclasses","uspc_subclass_id","string","y","uspc_subclasses"
"uspc_mainclasses","uspc_subclass_title","string","y","uspc_subclasses"
"uspc_mainclasses","uspc_total_num_assignees","integer","y","uspc_mainclasses"
"uspc_mainclasses","uspc_total_num_inventors","integer","y","uspc_mainclasses"
"uspc_mainclasses","uspc_total_num_patents","integer","y","uspc_mainclasses"
"uspc_mainclasses","wipo_field_id","integer","y","wipos"
"uspc_mainclasses","wipo_field_title","string","y","wipos"
"uspc_mainclasses","wipo_sector_title","string","y","wipos"
"uspc_mainclasses","wipo_sequence","integer","y","wipos"
"uspc_mainclasses","year_id","integer","y","years"
"uspc_mainclasses","year_num_patents_for_uspc_mainclass","integer","n","years"
